t0,tau,n,touch_up,touch_down
2024-09-29 00:00:00+00:00,50,43,0.3023255813953488,0.5348837209302325
2024-09-29 00:00:00+00:00,60,43,0.23255813953488372,0.3488372093023256
2024-09-29 00:00:00+00:00,70,43,0.11627906976744186,0.32558139534883723
2024-10-06 00:00:00+00:00,50,43,0.37209302325581395,0.32558139534883723
2024-10-06 00:00:00+00:00,60,43,0.3023255813953488,0.27906976744186046
2024-10-06 00:00:00+00:00,70,43,0.13953488372093023,0.27906976744186046
2024-10-13 00:00:00+00:00,50,43,0.3953488372093023,0.3488372093023256
2024-10-13 00:00:00+00:00,60,43,0.3488372093023256,0.23255813953488372
2024-10-13 00:00:00+00:00,70,43,0.27906976744186046,0.16279069767441862
2024-10-20 00:00:00+00:00,50,43,0.3953488372093023,0.46511627906976744
2024-10-20 00:00:00+00:00,60,43,0.27906976744186046,0.27906976744186046
2024-10-20 00:00:00+00:00,70,43,0.16279069767441862,0.23255813953488372
2024-10-27 00:00:00+00:00,50,43,0.5348837209302325,0.4186046511627907
2024-10-27 00:00:00+00:00,60,43,0.3488372093023256,0.27906976744186046
2024-10-27 00:00:00+00:00,70,43,0.2558139534883721,0.16279069767441862
2024-11-03 00:00:00+00:00,50,43,0.6511627906976745,0.4883720930232558
2024-11-03 00:00:00+00:00,60,43,0.4186046511627907,0.46511627906976744
2024-11-03 00:00:00+00:00,70,43,0.4186046511627907,0.27906976744186046
2024-11-10 00:00:00+00:00,50,43,0.7674418604651163,0.5581395348837209
2024-11-10 00:00:00+00:00,60,43,0.6976744186046512,0.5348837209302325
2024-11-10 00:00:00+00:00,70,43,0.6046511627906976,0.4883720930232558
2024-11-17 00:00:00+00:00,50,43,0.5813953488372093,0.4418604651162791
2024-11-17 00:00:00+00:00,60,43,0.5116279069767442,0.3953488372093023
2024-11-17 00:00:00+00:00,70,43,0.4418604651162791,0.32558139534883723
2024-11-24 00:00:00+00:00,50,43,0.5581395348837209,0.5348837209302325
2024-11-24 00:00:00+00:00,60,43,0.4186046511627907,0.4418604651162791
2024-11-24 00:00:00+00:00,70,43,0.37209302325581395,0.3488372093023256
2024-12-01 00:00:00+00:00,50,43,0.4883720930232558,0.627906976744186
2024-12-01 00:00:00+00:00,60,43,0.32558139534883723,0.5348837209302325
2024-12-01 00:00:00+00:00,70,43,0.2558139534883721,0.3953488372093023
2024-12-08 00:00:00+00:00,50,43,0.6511627906976745,0.5813953488372093
2024-12-08 00:00:00+00:00,60,43,0.46511627906976744,0.46511627906976744
2024-12-08 00:00:00+00:00,70,43,0.27906976744186046,0.3488372093023256
2024-12-15 00:00:00+00:00,50,43,0.627906976744186,0.6511627906976745
2024-12-15 00:00:00+00:00,60,43,0.5348837209302325,0.5581395348837209
2024-12-15 00:00:00+00:00,70,43,0.37209302325581395,0.4186046511627907
2024-12-22 00:00:00+00:00,50,43,0.4883720930232558,0.5581395348837209
2024-12-22 00:00:00+00:00,60,43,0.3953488372093023,0.46511627906976744
2024-12-22 00:00:00+00:00,70,43,0.3023255813953488,0.3023255813953488
2024-12-29 00:00:00+00:00,50,43,0.3488372093023256,0.37209302325581395
2024-12-29 00:00:00+00:00,60,43,0.27906976744186046,0.32558139534883723
2024-12-29 00:00:00+00:00,70,43,0.2558139534883721,0.11627906976744186
2025-01-05 00:00:00+00:00,50,43,0.4186046511627907,0.5813953488372093
2025-01-05 00:00:00+00:00,60,43,0.32558139534883723,0.37209302325581395
2025-01-05 00:00:00+00:00,70,43,0.16279069767441862,0.3023255813953488
2025-01-12 00:00:00+00:00,50,43,0.5581395348837209,0.5116279069767442
2025-01-12 00:00:00+00:00,60,43,0.4883720930232558,0.4186046511627907
2025-01-12 00:00:00+00:00,70,43,0.32558139534883723,0.32558139534883723
2025-01-19 00:00:00+00:00,50,43,0.5116279069767442,0.6046511627906976
2025-01-19 00:00:00+00:00,60,43,0.4186046511627907,0.5116279069767442
2025-01-19 00:00:00+00:00,70,43,0.32558139534883723,0.4186046511627907
2025-01-26 00:00:00+00:00,50,43,0.3488372093023256,0.5581395348837209
2025-01-26 00:00:00+00:00,60,43,0.27906976744186046,0.3953488372093023
2025-01-26 00:00:00+00:00,70,43,0.18604651162790697,0.2558139534883721
2025-02-02 00:00:00+00:00,50,43,0.4883720930232558,0.6511627906976745
2025-02-02 00:00:00+00:00,60,43,0.4418604651162791,0.5116279069767442
2025-02-02 00:00:00+00:00,70,43,0.32558139534883723,0.4186046511627907
2025-02-09 00:00:00+00:00,50,43,0.37209302325581395,0.3953488372093023
2025-02-09 00:00:00+00:00,60,43,0.23255813953488372,0.23255813953488372
2025-02-09 00:00:00+00:00,70,43,0.13953488372093023,0.16279069767441862
2025-02-16 00:00:00+00:00,50,43,0.32558139534883723,0.3023255813953488
2025-02-16 00:00:00+00:00,60,43,0.27906976744186046,0.16279069767441862
2025-02-16 00:00:00+00:00,70,43,0.11627906976744186,0.13953488372093023
2025-02-23 00:00:00+00:00,50,43,0.5348837209302325,0.6511627906976745
2025-02-23 00:00:00+00:00,60,43,0.4883720930232558,0.4883720930232558
2025-02-23 00:00:00+00:00,70,43,0.4186046511627907,0.4418604651162791
2025-03-02 00:00:00+00:00,50,43,0.7674418604651163,0.627906976744186
2025-03-02 00:00:00+00:00,60,43,0.6744186046511628,0.5813953488372093
2025-03-02 00:00:00+00:00,70,43,0.5581395348837209,0.46511627906976744
2025-03-09 00:00:00+00:00,50,43,0.5813953488372093,0.6046511627906976
2025-03-09 00:00:00+00:00,60,43,0.4883720930232558,0.4883720930232558
2025-03-09 00:00:00+00:00,70,43,0.4186046511627907,0.37209302325581395
2025-03-16 00:00:00+00:00,50,43,0.3953488372093023,0.4883720930232558
2025-03-16 00:00:00+00:00,60,43,0.3023255813953488,0.4186046511627907
2025-03-16 00:00:00+00:00,70,43,0.2558139534883721,0.3023255813953488
2025-03-23 00:00:00+00:00,50,43,0.46511627906976744,0.4418604651162791
